id,answers,correct_answer,question,edition,json,test
057,"[""Russia"",""Asia"",""North America"",""Africa""]",1,What is the largest continent on Earth?,Global,"{""id"":""057"",""question"":""What is the largest continent on Earth?"",""correct_answer"":1,""answers"":[""Russia"",""Asia"",""North America"",""Africa""],""edition"":""Global""}",
058,"[""Arizona"",""Utah"",""New Mexico"",""Texas""]",2,"Famous for the alleged UFO crash, Roswell is a city in what US state?",All,"{""id"":""058"",""question"":""Famous for the alleged UFO crash, Roswell is a city in what US state?"",""correct_answer"":2,""answers"":[""Arizona"",""Utah"",""New Mexico"",""Texas""],""edition"":""All""}",
059,"[""Stallion"",""Cow"",""Unicorn"",""Pig""]",2,What is the national animal of Scotland?,Global,"{""id"":""059"",""question"":""What is the national animal of Scotland?"",""correct_answer"":2,""answers"":[""Stallion"",""Cow"",""Unicorn"",""Pig""],""edition"":""Global""}",
060,"[""Mars"",""Mercury"",""Neptune"",""Venus""]",3,What is the hottest planet in out solar system?,Global,"{""id"":""060"",""question"":""What is the hottest planet in out solar system?"",""correct_answer"":3,""answers"":[""Mars"",""Mercury"",""Neptune"",""Venus""],""edition"":""Global""}",
061,"[""Georgia"",""Florida"",""Alabama"",""Mississippi""]",0,In what US state is it illegal to eat fried chicken with a fork?,All,"{""id"":""061"",""question"":""In what US state is it illegal to eat fried chicken with a fork?"",""correct_answer"":0,""answers"":[""Georgia"",""Florida"",""Alabama"",""Mississippi""],""edition"":""All""}",
062,"[""New Mexico"",""Nevada"",""Utah"",""Arizona""]",1,Area 51 is located in what US state?,All,"{""id"":""062"",""question"":""Area 51 is located in what US state?"",""correct_answer"":1,""answers"":[""New Mexico"",""Nevada"",""Utah"",""Arizona""],""edition"":""All""}",
063,"[""Iceland"",""Ireland"",""Sweden"",""Netherlands""]",0,What country diverts roads to make sure elves are undisturbed?,Global,"{""id"":""063"",""question"":""What country diverts roads to make sure elves are undisturbed?"",""correct_answer"":0,""answers"":[""Iceland"",""Ireland"",""Sweden"",""Netherlands""],""edition"":""Global""}",
064,"[""Da Vinci"",""Michelangelo"",""Donatello"",""Raphael""]",1,Who painted the ceiling of the Sistine Chapel?,Global,"{""id"":""064"",""question"":""Who painted the ceiling of the Sistine Chapel?"",""correct_answer"":1,""answers"":[""Da Vinci"",""Michelangelo"",""Donatello"",""Raphael""],""edition"":""Global""}",
065,"[""Wheatfield with Crows"",""Irises"",""Tree Roots"",""Self Portrait""]",2,What was Vincent van Gogh's final painting?,Global,"{""id"":""065"",""question"":""What was Vincent van Gogh's final painting?"",""correct_answer"":2,""answers"":[""Wheatfield with Crows"",""Irises"",""Tree Roots"",""Self Portrait""],""edition"":""Global""}",
066,"[""Gritty"",""Benny the Bull"",""Otto the Orange"",""Jazz Bear""]",0,Who is the mascot of the Philadelphia Flyers?,All,"{""id"":""066"",""question"":""Who is the mascot of the Philadelphia Flyers?"",""correct_answer"":0,""answers"":[""Gritty"",""Benny the Bull"",""Otto the Orange"",""Jazz Bear""],""edition"":""All""}",
067,"[""Golf"",""Tennis"",""Soccer"",""Bowling""]",1,dquotesLovedquotes is a score in what sport?,Global,"{""id"":""067"",""question"":""dquotesLovedquotes is a score in what sport?"",""correct_answer"":1,""answers"":[""Golf"",""Tennis"",""Soccer"",""Bowling""],""edition"":""Global""}",
068,"[""1924"",""1932"",""1900"",""1950""]",2,What year were women first allowed to participate in the Olympics?,Global,"{""id"":""068"",""question"":""What year were women first allowed to participate in the Olympics?"",""correct_answer"":2,""answers"":[""1924"",""1932"",""1900"",""1950""],""edition"":""Global""}",
069,"[""Badminton"",""Golf"",""Basketball"",""Flag Football""]",1,What was the first and only sport played on the moon?,Global,"{""id"":""069"",""question"":""What was the first and only sport played on the moon?"",""correct_answer"":1,""answers"":[""Badminton"",""Golf"",""Basketball"",""Flag Football""],""edition"":""Global""}",
070,"[""The Springfield Isotopes"",""The Springfield Clowns"",""The Springfield Neutrons"",""The Springfield Experience""]",0,What is the name of the fictional baseball team in dquotesThe Simpsons?dquotes,Global,"{""id"":""070"",""question"":""What is the name of the fictional baseball team in dquotesThe Simpsons?dquotes"",""correct_answer"":0,""answers"":[""The Springfield Isotopes"",""The Springfield Clowns"",""The Springfield Neutrons"",""The Springfield Experience""],""edition"":""Global""}",
071,"[""1990"",""1985"",""1987"",""1995""]",1,What year was the WWE's first WrestleMania?,Global,"{""id"":""071"",""question"":""What year was the WWE's first WrestleMania?"",""correct_answer"":1,""answers"":[""1990"",""1985"",""1987"",""1995""],""edition"":""Global""}",
072,"[""WCW (World Championship Wrestling)"",""ECW (Extreme Championship Wrestling)"",""WWF (World Wrestling Federation)"",""It has always been WWE""]",2,"Before they rebranded as WWE (World Wrestling Entertainment), what name did WWE go by?",Global,"{""id"":""072"",""question"":""Before they rebranded as WWE (World Wrestling Entertainment), what name did WWE go by?"",""correct_answer"":2,""answers"":[""WCW (World Championship Wrestling)"",""ECW (Extreme Championship Wrestling)"",""WWF (World Wrestling Federation)"",""It has always been WWE""],""edition"":""Global""}",
073,"[""dquotesTake On Medquotes by A-ha"",""dquotesVideo Killed the Radio Stardquotes by the Buggles"",""dquotesBohemian Rhapsodydquotes by Queen"",""dquotesStairway to Heavendquotes by Led Zeppelin""]",1,What was the first music video to appear on MTV?,All,"{""id"":""073"",""question"":""What was the first music video to appear on MTV?"",""correct_answer"":1,""answers"":[""dquotesTake On Medquotes by A-ha"",""dquotesVideo Killed the Radio Stardquotes by the Buggles"",""dquotesBohemian Rhapsodydquotes by Queen"",""dquotesStairway to Heavendquotes by Led Zeppelin""],""edition"":""All""}",
074,"[""Duran Duran"",""AC/DC"",""The Zombies"",""Captain Beefheart and His Magic Band""]",0,The movie dquotesBarbarelladquotes inspired the name of what music group?,Global,"{""id"":""074"",""question"":""The movie dquotesBarbarelladquotes inspired the name of what music group?"",""correct_answer"":0,""answers"":[""Duran Duran"",""AC/DC"",""The Zombies"",""Captain Beefheart and His Magic Band""],""edition"":""Global""}",
075,"[""Spice Girls"",""Spice World"",""Spice"",""Baby Spice""]",2,What was the name of The Spice Girls debut album?,Global,"{""id"":""075"",""question"":""What was the name of The Spice Girls debut album?"",""correct_answer"":2,""answers"":[""Spice Girls"",""Spice World"",""Spice"",""Baby Spice""],""edition"":""Global""}",
076,"[""That's great it starts with an earthquake"",""The latter starts to clatter"",""Birthday party, cheesecake, jellybean, boom"",""Richard Nixon back again""]",3,Which of these is not a lyric of dquotesIt's the End of the World as We Know Itdquotes by REM?,Global,"{""id"":""076"",""question"":""Which of these is not a lyric of dquotesIt's the End of the World as We Know Itdquotes by REM?"",""correct_answer"":3,""answers"":[""That's great it starts with an earthquake"",""The latter starts to clatter"",""Birthday party, cheesecake, jellybean, boom"",""Richard Nixon back again""],""edition"":""Global""}",
077,"[""The Eagles"",""Led Zeppelin"",""Black Sabbath"",""Styx""]",1,The New Yardbirds was the original name for what popular band?,Global,"{""id"":""077"",""question"":""The New Yardbirds was the original name for what popular band?"",""correct_answer"":1,""answers"":[""The Eagles"",""Led Zeppelin"",""Black Sabbath"",""Styx""],""edition"":""Global""}",
078,"[""Motley Cru"",""Guns N Roses"",""Queen"",""The Beatles""]",2,Brian Harold May was the lead guitarist of what classic rock band?,Global,"{""id"":""078"",""question"":""Brian Harold May was the lead guitarist of what classic rock band?"",""correct_answer"":2,""answers"":[""Motley Cru"",""Guns N Roses"",""Queen"",""The Beatles""],""edition"":""Global""}",
079,"[""Switzerland"",""Iceland"",""Norway"",""Sweden""]",3,What country did ABBA originate from?,Global,"{""id"":""079"",""question"":""What country did ABBA originate from?"",""correct_answer"":3,""answers"":[""Switzerland"",""Iceland"",""Norway"",""Sweden""],""edition"":""Global""}",
080,"[""dquotesYou'll Be In My Heartdquotes by Phil Collins "",""dquotesMy Heart Will Go Ondquotes performed by Celine Dion"",""dquotesI Don't Want to Miss a Thingdquotes performed by Aerosmith"",""dquotesIf I Didn't Have Youdquotes by Randy Newman""]",2,Which song did NOT win an Academy Award for best original song?,Global,"{""id"":""080"",""question"":""Which song did NOT win an Academy Award for best original song?"",""correct_answer"":2,""answers"":[""dquotesYou'll Be In My Heartdquotes by Phil Collins "",""dquotesMy Heart Will Go Ondquotes performed by Celine Dion"",""dquotesI Don't Want to Miss a Thingdquotes performed by Aerosmith"",""dquotesIf I Didn't Have Youdquotes by Randy Newman""],""edition"":""Global""}",
081,"[""Lady Gaga"",""Ariana Grande"",""Tina Turner"",""Madonna""]",3,Who is known as dquotesThe Queen of Pop?dquotes,Global,"{""id"":""081"",""question"":""Who is known as dquotesThe Queen of Pop?dquotes"",""correct_answer"":3,""answers"":[""Lady Gaga"",""Ariana Grande"",""Tina Turner"",""Madonna""],""edition"":""Global""}",
082,"[""House Greyjoy"",""House Baratheon"",""House Tully"",""House Tyrell""]",0,In dquotesGame of Thronesdquotes what house does the motto dquotesWe do not sowdquotes belong to?,Global,"{""id"":""082"",""question"":""In dquotesGame of Thronesdquotes what house does the motto dquotesWe do not sowdquotes belong to?"",""correct_answer"":0,""answers"":[""House Greyjoy"",""House Baratheon"",""House Tully"",""House Tyrell""],""edition"":""Global""}",
083,"[""Legolas"",""Aragorn"",""Frodo"",""Samwise""]",1,"What dquotesLord of the Ringsdquotes character was injured by kicking a helmet on camera, breaking two of their toes?",Global,"{""id"":""083"",""question"":""What dquotesLord of the Ringsdquotes character was injured by kicking a helmet on camera, breaking two of their toes?"",""correct_answer"":1,""answers"":[""Legolas"",""Aragorn"",""Frodo"",""Samwise""],""edition"":""Global""}",
084,"[""Vermont"",""Florida"",""Colorado"",""Idaho""]",2,What US state does the show dquotesSouth Parkdquotes take place in?,Global,"{""id"":""084"",""question"":""What US state does the show dquotesSouth Parkdquotes take place in?"",""correct_answer"":2,""answers"":[""Vermont"",""Florida"",""Colorado"",""Idaho""],""edition"":""Global""}",
085,"[""From the south"",""Left handed"",""Farsighted"",""Stubborn""]",1,"To say someone is a dquotessouthpawdquotes means they are - ",Global,"{""id"":""085"",""question"":""To say someone is a dquotessouthpawdquotes means they are - "",""correct_answer"":1,""answers"":[""From the south"",""Left handed"",""Farsighted"",""Stubborn""],""edition"":""Global""}",
086,"[""Starbucks"",""Monk's Cafe"",""Luke's"",""Central Perk""]",3,What is the name of the coffee house on the TV show dquotesFriends?dquotes,Global,"{""id"":""086"",""question"":""What is the name of the coffee house on the TV show dquotesFriends?dquotes"",""correct_answer"":3,""answers"":[""Starbucks"",""Monk's Cafe"",""Luke's"",""Central Perk""],""edition"":""Global""}",
087,"[""dquotesGolden Girlsdquotes"",""dquotesM.A.S.Hdquotes"",""dquotesI Love Lucydquotes"",""dquotesGunsmokedquotes""]",2,What TV show aired the first ever rerun?,Global,"{""id"":""087"",""question"":""What TV show aired the first ever rerun?"",""correct_answer"":2,""answers"":[""dquotesGolden Girlsdquotes"",""dquotesM.A.S.Hdquotes"",""dquotesI Love Lucydquotes"",""dquotesGunsmokedquotes""],""edition"":""Global""}",
088,"[""Queens"",""Manhattan"",""Staten Island"",""Long Island""]",2,What part of New York City do the vampires from dquotesWhat We Do In the Shadowsdquotes live?,Global,"{""id"":""088"",""question"":""What part of New York City do the vampires from dquotesWhat We Do In the Shadowsdquotes live?"",""correct_answer"":2,""answers"":[""Queens"",""Manhattan"",""Staten Island"",""Long Island""],""edition"":""Global""}",
089,"[""A banana"",""An Ice cream cone"",""A hot dog"",""A stalk of corn""]",0,In dquotesArrested Developmentdquotes the Bluthe family own and operate a small food stand shaped as what?,Global,"{""id"":""089"",""question"":""In dquotesArrested Developmentdquotes the Bluthe family own and operate a small food stand shaped as what?"",""correct_answer"":0,""answers"":[""A banana"",""An Ice cream cone"",""A hot dog"",""A stalk of corn""],""edition"":""Global""}",
090,"[""Kraftwork"",""Reflections"",""What You Needle"",""OK Crochet""]",1,What is the name of the craft goods store ran by Edith in dquotesBob's Burgers?dquotes,Global,"{""id"":""090"",""question"":""What is the name of the craft goods store ran by Edith in dquotesBob's Burgers?dquotes"",""correct_answer"":1,""answers"":[""Kraftwork"",""Reflections"",""What You Needle"",""OK Crochet""],""edition"":""Global""}",
091,"[""The Hulk"",""Iron Man"",""Batman"",""Green Lantern""]",2,Mr. Freeze is a villain in which super hero's universe?,Global,"{""id"":""091"",""question"":""Mr. Freeze is a villain in which super hero's universe?"",""correct_answer"":2,""answers"":[""The Hulk"",""Iron Man"",""Batman"",""Green Lantern""],""edition"":""Global""}",
092,"[""The Thing"",""Beast Boy"",""Mystique"",""Magneto""]",3,Which of these super heroes cannot shapeshift?,Global,"{""id"":""092"",""question"":""Which of these super heroes cannot shapeshift?"",""correct_answer"":3,""answers"":[""The Thing"",""Beast Boy"",""Mystique"",""Magneto""],""edition"":""Global""}",
093,"[""Jack Nicholson"",""Jim Carrey"",""Danny DeVito"",""Anthony Hopkins""]",3,Which of these actors have never played a Batman villain?,Global,"{""id"":""093"",""question"":""Which of these actors have never played a Batman villain?"",""correct_answer"":3,""answers"":[""Jack Nicholson"",""Jim Carrey"",""Danny DeVito"",""Anthony Hopkins""],""edition"":""Global""}",
094,"[""Captain Kirk"",""Spock"",""Indiana Jones"",""Han Solo""]",0,What fictional character was Michael Myers' mask made from in the original dquotesHalloweendquotes,Global,"{""id"":""094"",""question"":""What fictional character was Michael Myers' mask made from in the original dquotesHalloweendquotes"",""correct_answer"":0,""answers"":[""Captain Kirk"",""Spock"",""Indiana Jones"",""Han Solo""],""edition"":""Global""}",
095,"[""dquotesTitanicdquotes"",""dquotesFried Green Tomatoesdquotes"",""dquotesMiserydquotes"",""dquotesAtonementdquotes""]",3,Which of the following movies did actress Kathy Bates NOT appear in?,Global,"{""id"":""095"",""question"":""Which of the following movies did actress Kathy Bates NOT appear in?"",""correct_answer"":3,""answers"":[""dquotesTitanicdquotes"",""dquotesFried Green Tomatoesdquotes"",""dquotesMiserydquotes"",""dquotesAtonementdquotes""],""edition"":""Global""}",
096,"[""dquotesPongdquotes"",""dquotesComputer Spacedquotes"",""dquotesTetrisdquotes"",""dquotesPac Mandquotes""]",1,What was the first arcade game to be released to the public?,Global,"{""id"":""096"",""question"":""What was the first arcade game to be released to the public?"",""correct_answer"":1,""answers"":[""dquotesPongdquotes"",""dquotesComputer Spacedquotes"",""dquotesTetrisdquotes"",""dquotesPac Mandquotes""],""edition"":""Global""}",
097,"[""28 years old"",""40 years old"",""35 years old"",""30 years old""]",2,What is the minimum age for someone to run for President in the US?,All,"{""id"":""097"",""question"":""What is the minimum age for someone to run for President in the US?"",""correct_answer"":2,""answers"":[""28 years old"",""40 years old"",""35 years old"",""30 years old""],""edition"":""All""}",
098,"[""Benjamin Franklin"",""Thomas Jefferson"",""George Washington"",""James Madison""]",3,Who wrote the original Bill of Rights and brought it to Congress?,All,"{""id"":""098"",""question"":""Who wrote the original Bill of Rights and brought it to Congress?"",""correct_answer"":3,""answers"":[""Benjamin Franklin"",""Thomas Jefferson"",""George Washington"",""James Madison""],""edition"":""All""}",
099,"[""Jim"",""Eddie"",""Sid"",""Lou""]",2,What is the name of Andy's neighbor in dquotesToy Story?dquotes,Global,"{""id"":""099"",""question"":""What is the name of Andy's neighbor in dquotesToy Story?dquotes"",""correct_answer"":2,""answers"":[""Jim"",""Eddie"",""Sid"",""Lou""],""edition"":""Global""}",
100,"[""Maleficent"",""Hades"",""Ursula"",""Cruella de Vil""]",1,Pain and Panic were the minions of what Disney movie villain?,Global,"{""id"":""100"",""question"":""Pain and Panic were the minions of what Disney movie villain?"",""correct_answer"":1,""answers"":[""Maleficent"",""Hades"",""Ursula"",""Cruella de Vil""],""edition"":""Global""}",
101,"[""Vatican City"",""Jerusalem"",""Rome"",""Istanbul""]",2,Of what city is the Catholic Pope also the bishop?,Global,"{""id"":""101"",""question"":""Of what city is the Catholic Pope also the bishop?"",""correct_answer"":2,""answers"":[""Vatican City"",""Jerusalem"",""Rome"",""Istanbul""],""edition"":""Global""}",
102,"[""Denominator"",""Difference"",""Numerator"",""Quotient""]",0,What is the number below the line in a fraction called?,All,"{""id"":""102"",""question"":""What is the number below the line in a fraction called?"",""correct_answer"":0,""answers"":[""Denominator"",""Difference"",""Numerator"",""Quotient""],""edition"":""All""}",
103,"[""Tempura"",""Hibachi"",""Sashimi"",""Wasabi""]",1,What Japanese food term literally translates to dquotesfire bowldquotes?,Global,"{""id"":""103"",""question"":""What Japanese food term literally translates to dquotesfire bowldquotes?"",""correct_answer"":1,""answers"":[""Tempura"",""Hibachi"",""Sashimi"",""Wasabi""],""edition"":""Global""}",
104,"[""Belgium"",""Pakistan"",""Ireland"",""Israel""]",2,What country's head of government is called the Taoiseach?,Global,"{""id"":""104"",""question"":""What country's head of government is called the Taoiseach?"",""correct_answer"":2,""answers"":[""Belgium"",""Pakistan"",""Ireland"",""Israel""],""edition"":""Global""}",
105,"[""1.6"",""2.5"",""3.2"",""26.2""]",0,Approximately how many kilometers are in a mile?,Global,"{""id"":""105"",""question"":""Approximately how many kilometers are in a mile?"",""correct_answer"":0,""answers"":[""1.6"",""2.5"",""3.2"",""26.2""],""edition"":""Global""}",
106,"[""Red"",""Yellow"",""Blue"",""Green""]",0,"Carmine, cerise, and vermilion are all shades of what primary color?",Global,"{""id"":""106"",""question"":""Carmine, cerise, and vermilion are all shades of what primary color?"",""correct_answer"":0,""answers"":[""Red"",""Yellow"",""Blue"",""Green""],""edition"":""Global""}",
107,"[""Sangria"",""Sambuca"",""Vermouth"",""Absinthe""]",0,"What alcoholic beverage's name comes from its dark red color, resembling blood?",Global,"{""id"":""107"",""question"":""What alcoholic beverage's name comes from its dark red color, resembling blood?"",""correct_answer"":0,""answers"":[""Sangria"",""Sambuca"",""Vermouth"",""Absinthe""],""edition"":""Global""}",
108,"[""2 inches"",""4 inches"",""10 inches"",""24 inches""]",1,"Mostly used today for measuring horse height, how long is a hand?",All,"{""id"":""108"",""question"":""Mostly used today for measuring horse height, how long is a hand?"",""correct_answer"":1,""answers"":[""2 inches"",""4 inches"",""10 inches"",""24 inches""],""edition"":""All""}",
109,"[""Chupacabra"",""Kraken"",""Sasquatch"",""Medusa""]",0,What mythological monster's name literally translates to dquotesgoat-suckerdquotes?,Global,"{""id"":""109"",""question"":""What mythological monster's name literally translates to dquotesgoat-suckerdquotes?"",""correct_answer"":0,""answers"":[""Chupacabra"",""Kraken"",""Sasquatch"",""Medusa""],""edition"":""Global""}",
110,"[""Southwest"",""Delta"",""American"",""United""]",0,What airline's New York Stock Exchange ticker is dquotesLUVdquotes?,All,"{""id"":""110"",""question"":""What airline's New York Stock Exchange ticker is dquotesLUVdquotes?"",""correct_answer"":0,""answers"":[""Southwest"",""Delta"",""American"",""United""],""edition"":""All""}",
111,"[""Apple"",""Banana"",""Peach"",""Raspberry""]",1,"What fruit has the cultivar variations dquotesGros Micheldquotes, dquotesBlue Javadquotes, and dquotesGoldfingerdquotes?",Global,"{""id"":""111"",""question"":""What fruit has the cultivar variations dquotesGros Micheldquotes, dquotesBlue Javadquotes, and dquotesGoldfingerdquotes?"",""correct_answer"":1,""answers"":[""Apple"",""Banana"",""Peach"",""Raspberry""],""edition"":""Global""}",
112,"[""4"",""7"",""13"",""50""]",1,How many red stripes are on the flag of the United States?,All,"{""id"":""112"",""question"":""How many red stripes are on the flag of the United States?"",""correct_answer"":1,""answers"":[""4"",""7"",""13"",""50""],""edition"":""All""}",
113,"[""Ace of Spades"",""Queen of Spades"",""King of Diamonds"",""2 of Clubs""]",1,"In addition to all the hearts, what card must you have to dquotesshoot the moondquotes in the game of Hearts?",Global,"{""id"":""113"",""question"":""In addition to all the hearts, what card must you have to dquotesshoot the moondquotes in the game of Hearts?"",""correct_answer"":1,""answers"":[""Ace of Spades"",""Queen of Spades"",""King of Diamonds"",""2 of Clubs""],""edition"":""Global""}",
114,"[""Mercury"",""Venus"",""Jupiter"",""Earth""]",1,What planet in our Solar System has the highest surface temperature?,Global,"{""id"":""114"",""question"":""What planet in our Solar System has the highest surface temperature?"",""correct_answer"":1,""answers"":[""Mercury"",""Venus"",""Jupiter"",""Earth""],""edition"":""Global""}",
115,"[""Turkey"",""Cardinal"",""Robin"",""Eagle""]",1,"The symbol of 7 states, what is the most commonly honored state bird in the US?",Global,"{""id"":""115"",""question"":""The symbol of 7 states, what is the most commonly honored state bird in the US?"",""correct_answer"":1,""answers"":[""Turkey"",""Cardinal"",""Robin"",""Eagle""],""edition"":""Global""}",
116,"[""Carp"",""Bass"",""Perch"",""Tuna""]",0,What kind of fish is the common aquarium goldfish?,Global,"{""id"":""116"",""question"":""What kind of fish is the common aquarium goldfish?"",""correct_answer"":0,""answers"":[""Carp"",""Bass"",""Perch"",""Tuna""],""edition"":""Global""}",
